title,video_id,description
AWS re:Invent 2024 - Asynchronous frontends: Building seamless event-driven experiences (API305),uqu7D6q1h34,"User interfaces by nature are event-driven—interactions trigger events that drive the application. But, integrations between the frontend and backend are often built synchronously using a request/response pattern. This session explores patterns to enable asynchronous, event-driven integrations with the frontend. It’s designed for architects and frontend, backend, and full-stack engineers. Leave this session with real-world patterns that bring the agility and responsiveness of event-driven architecture across client-server interactions."
AWS re:Invent 2024 - Amazon Aurora HA and DR design patterns for global resilience (DAT304),fvL0nOa-eyU,"Amazon Aurora is a fully managed relational database designed for unparalleled high performance and availability at global scale with full MySQL and PostgreSQL compatibility. Aurora provides managed high availability (HA) and disaster recovery (DR) capabilities in and across AWS Regions. In this session, explore the Aurora HA and DR capabilities and discover design patterns that enable the development of resilient applications. Learn how to establish in-Region and cross-Region HA and DR using Aurora features, including Multi-AZ deployments, Aurora Global Database, and Amazon RDS Proxy, and discover how to reduce failover times with a JDBC driver."
AWS re:Invent 2024 - Unleashing the power of Amazon ECS for platform teams (SVS330),T-fFyEsLXXE,"Amazon ECS revolutionizes container orchestration, empowering developers and platform builders. In this session, learn how Amazon ECS and AWS App Runner simplify the development process by removing build steps, decreasing the time it takes to get code into production. For platform builders, see how Amazon ECS can enhance your platform strategy, with its seamless integration with AWS compute, storage, and load balancing services. Throughout this session, explore real-world use cases and best practices for building highly scalable, secure platforms for containerized applications."
AWS re:Invent 2024 - Boost productivity and empower revenue teams with generative AI (AIM214),tGibMJj9Mqw,"Businesses today struggle to maintain a personal touch in hybrid sales environments combining in-person and digital interactions. Engaging customers effectively, improving seller productivity, and accelerating sales cycles are paramount goals, but achieving them requires innovative solutions. This talk showcases how Showpad leverages AWS services like Amazon Bedrock to drive productivity and revenue outcomes for their customers. Learn about their latest AI capabilities built on AWS technology, automating repetitive tasks, creating personalized content, and extracting deep insights from data. These generative AI solutions empower sellers to engage more effectively, improve productivity, and accelerate sales cycles."
AWS re:Invent 2024 - Optimize and manage your contact center workforce efficiently (BIZ214),r802MLawvm8,"Contact center optimization is essential for maintaining a competitive edge, but it can often be a time-consuming and resource-intensive undertaking. In this session, learn how AI-powered optimization features in Amazon Connect empower supervisors and managers to more easily handle forecasting, capacity planning, scheduling, agent coaching, and quality management. Also, discover how Fujitsu is using these features for unparalleled efficiency and cost savings."
AWS re:Invent 2024 - bp's energy trading digital transformation on AWS (ENU308),q9K8VRR9tnc,"In this session, bp trading shares its supply and energy trading digital transformation journey on AWS: migrating and modernizing hundreds of applications; hosting business-critical trading applications; and reinventing workflows with generative AI. The session includes market risk engine modernization for daily value-at-risk (VaR) calculations using Amazon EMR Serverless; benefits realized by building cloud native applications for bp's supply and trading functions business units; and achieving cost savings, efficiency, and agility by retiring some vendor products and using cloud native alternatives."
AWS re:Invent 2024 - Bring the power of Amazon EKS to your on-premises applications (KUB205-NEW),ZxC7SkemxvU,"Tired of managing Kubernetes control planes on-premises and using different Kubernetes solutions for your on-premises and cloud environments? Join this session to learn about Amazon EKS Hybrid Nodes, a new feature of Amazon EKS that unifies Kubernetes management across on-premises, edge, and cloud environments by using your existing infrastructure as nodes in Amazon EKS clusters. In this session, get an overview and demo of the new feature and learn how customers are using it to simplify how they run Kubernetes across environments."
AWS re:Invent 2024 - How Hard Rock Digital built a multi-region sportsbook with CockroachDB (DAT336),lAeC3t7816o,"In this session, the Hard Rock Digital team shares their journey launching the Hard Rock Sportsbook, a multi-region sports betting application that complies with strict regulatory requirements. Learn about the challenges they faced building a highly available, compliant, and performant application that scales across multiple regions and handles high transaction volumes, and how they addressed those challenges with CockroachDB. Also learn how the team runs CockroachDB on AWS to auto scale during high-demand championship sporting events while optimizing infrastructure costs. Explore their reference architecture to see how they are utilizing Amazon EC2 and AWS Outposts in conjunction with CockroachDB. This presentation is brought to you by CockroachDB, an AWS Partner."
AWS re:Invent 2024 - CEO Keynote with Matt Garman,LY7m5LQliAo,"​​AWS CEO Matt Garman talks about how AWS is innovating across every aspect of the world’s leading cloud. Explore how AWS are reinventing foundational building blocks as well as developing brand-new experiences, all to empower customers and partners with what they need to build a better future.

23:14 Amazon EC2 Trn2 Instances 
25:46 Amazon EC2 Trn2 UltraServers
34:35 AWS Trainium 3
42:27 Amazon S3 Tables
45:45 Amazon S3 Metadata
59:44 Amazon Aurora DSQL
01:17:30 Amazon Bedrock Model Distillation
01:23:51 Amazon Bedrock Guardrails now supports Automated Reasoning checks
01:28:05 Amazon Bedrock now supports multi-agent collaboration
01:48:17 Amazon Nova
02:01:41 New Amazon Q Developer agent capabilities include unit tests, generating documentation, and code reviews
02:06:03 Amazon Q Developer Transformation for .NET applications
02:08:55 Amazon Q Developer Transformation for VMware workloads
02:10:06 Amazon Q Developer Transformation for mainframe 
02:27:32 Amazon Q index
02:41:53 Amazon SageMaker Lakehouse"
"AWS re:Invent 2024 - Future of Zoom AI: Customization, integration & enhanced collaboration (AIM204)",QKrzunkYYOo,"As we dive deeper into our AI-first journey, personalized AI experiences are essential for driving even more productivity and team collaboration. In this lightning talk, explore the future of AI at Zoom through customization, RAG, and intelligent workflows. Learn the benefits of integrating third-party applications, which can expand the capabilities of your AI solutions and foster a more connected and versatile work environment. See how these integrations support seamless data flow, improve communication, and enhance overall collaboration. Through real-world use cases and demos, gain valuable insights into using AI for your unique needs. This presentation is brought to you by Zoom, an AWS Partner."
AWS re:Invent 2024 - Vodafone: A global digital customer experience reinvention (CEN102),aPBjaxtnnXY,"Vodafone’s digital ambition is clear—to be the fastest and most customer-centric global telco. To accomplish this, they have partnered with VOIS, powered by Accenture, to create an industry-leading solution capability, VOIS Digital. In collaboration with AWS, VOIS Digital has built global digital platforms that scale inner sourced, reusable technology to seamlessly deliver digital experiences for their customers. In this session, Vodafone’s Global Digital CIO, VOIS Group Commercial Office, and Accenture’s account leads discuss Vodafone’s vision, plans, and the future of the industry. This presentation is brought to you by Accenture, an AWS Partner."
"AWS re:Invent 2024 - Build transformative, AI-powered telco solutions with AWS (TLC204)",JqNKPtSJe5M,"Join AWS experts Chivas Nambiar, Director of Telecom Business, and Ishwar Parulkar, Chief Technologist, Telecom, to learn how AWS empowers telcos to transform operations end-to-end and to drive growth and innovation with AI-powered solutions. In this session, explore real-world examples of how AWS works with leading telcos to modernize legacy systems, transform networks, unlock new revenue streams, and reimagine customer experiences by leveraging AI and machine learning."
AWS re:Invent 2024 -From AI prototype to enterprise-grade gen AI app with Informatica & AWS (AIM245),iWLFPf5a0x4,"Successful adoption of enterprise-grade generative AI application in production hinges on a robust and trusted data foundation. A strong data foundation demands scalability, data quality, seamless integration, governance, and security to ensure that generative AI applications produce relevant, accurate, trustworthy, and unbiased outcomes. As data professionals, learn how Informatica’s blueprint helps you design enterprise-grade generative AI applications on AWS. Explore how to use the semantic intelligence from within Informatica’s Intelligent Data Management Cloud (IDMC) and the integration of its no-code/low-code framework with Amazon Bedrock to create enterprise-grade AI applications that have a comprehensive understanding of your business. This presentation is brought to you by Informatica, an AWS Partner."
AWS re:Invent 2024 - Use cases for migrating workloads to AWS Graviton (PEX107),Xqcajm_enJA,"In this lightning talk, hear use cases of using AWS Graviton processors to achieve accelerated performance and lower costs. AWS Graviton processors are energy efficient and offer the best price performance for your cloud workloads running on Amazon EC2. Learn about what application types are supported on AWS Graviton. This talk is intended for AWS Partners."
"AWS re:Invent 2024 - Compute innovation for any application, anywhere (CMP215)",6kFwQHlpvQY,"AWS offers the most comprehensive set of capabilities, continually innovating across our infrastructure and services so you can build, run, and scale applications in the cloud, on premises, and at the edge. Join Anthony Liguori, VP & Distinguished Engineer of AWS Compute & Networking, to learn how AWS innovations are transforming the computing landscape. Anthony highlights the latest instance, containers, and serverless technology innovations."
AWS re:Invent 2024 - Unleashing .NET workloads: From data center to multi-region resilience (XNT314),kWD5rWdAAi4,"Expect your .NET workloads to run anywhere, cost less, and achieve regional failover in less than five minutes. This is what one multinational data analytics and risk assessment firm chose to do with AWS eight years ago as it began its cloud modernization journey. In this session, its technology leaders share the invaluable tips they wish they had known back then, plus lessons learned from server sprawl and Microsoft licensing costs on AWS. Learn how the company is using warm pools to keep costs low and manageable, enabling its .NET workloads to thrive in a highly available, multi-region environment."
AWS re:Invent 2024 - Modernization at scale made easy with Netflix and Pinterest (CMP212),kl7T06MOsG0,"In this session, join AMD, Netflix, and Pinterest to discover how modernizing to AMD EPYC processor–powered instances helps improve the user experience for hundreds of millions of users while minimizing cloud costs. Find out how Netflix delighted their users with service latency reduction and improved throughput, and learn how Pinterest enhanced their application performance while simultaneously reducing costs. Come see how you can achieve similar results by choosing AMD EPYC processor–powered instances while maintaining x86 compatibility and access to a vast and stable x86 ecosystem. This presentation is brought to you by AMD, an AWS Partner."
AWS re:Invent 2024 - Unified and open governance for data and AI (AIM256),Tskrymzbu7M,"Fragmented governance of data and AI can stifle innovation. This session highlights how Databricks Unity Catalog offers unified discovery and governance for tables, files, ML models, and AI tools while supporting any open table format like Apache Iceberg and Delta. It simplifies access management, facilitates data and AI quality monitoring, and provides column-level lineage tracking. Learn how Unity Catalog empowers you to own your data, connect to any data source, and access it from any tool or compute engine through open APIs—eliminating vendor lock-in. Discover how Mastercard effectively uses Unity Catalog to govern their data and AI assets securely. This presentation is brought to you by Databricks, an AWS Partner."
"AWS re:Invent 2024 - AI in the cloud: Heroes, ""villains,"" and security strategies (AIM240)",nWEzb7-olEs,"AI has completely transformed the realm of cloud computing, boosting efficiency, scalability, and performance. But the ubiquity and accessibility of AI can also expose cloud assets and workflows to a broader range of security risks. These new AI tools can be a double-edged sword, empowering developers and security teams to work smarter and faster while equipping villains to do the same. In this session, learn how to get your fairytale ending with actionable strategies to protect your cloud environment in the AI era. This presentation is brought to you by Trend Micro, an AWS Partner."
AWS re:Invent 2024 - Efficient incremental processing with Apache Iceberg at Netflix (NFX303),s1ySnxVg5rk,"Incremental processing substantially reduces compute costs and execution time, leading to fewer failures and less manual intervention. However, enabling it on large-scale data workflows presents significant challenges around scalability, ease of adoption, and user experience. In this session, learn how Apache Iceberg and Netflix Maestro are being leveraged to build an incremental processing solution (IPS) that processes new or changed data, reducing costs and time while ensuring data accuracy and freshness. Combining Iceberg’s metadata capabilities with Maestro’s workflow orchestration allows for the efficient management of late-arriving data and backfills in various different scenarios beyond append-only mode."
AWS re:Invent 2024 - The journey of modern application and database modernization [Korean] (GBL203),Ov6dchra7yU,"This session is delivered in Korean. Learn about Woowa Brothers’ 10-year journey to the cloud, overcoming challenges in scalability, availability, security, and operational complexity. Hear GS SHOP’s story of successfully migrating from Oracle to Amazon Aurora PostgreSQL-Compatible Edition and adopting a microservices architecture on Amazon EKS, all while embracing modern architectures and emerging technologies to enhance business efficiency. In this session, learn best practices and lessons for modernizing your cloud architecture learned from the ongoing process of re-architecting."
AWS re:Invent 2024 - Shaping culture: Mental models and mechanisms (SEG103),o1YOIgoRCPE,"To build a lasting, performant corporate culture, you need not only strong mental models to guide your employees and help them make decisions but also the right mechanisms to operationalize company values and mental models—and to help them persist. This session examines why organizational culture erodes over time, dives into the organizational artifacts that reinforce existing cultural patterns, and shares some of the best practices that help create strong mechanisms, using examples from Amazon’s own journey."
AWS re:Invent 2024 - Developing and delivering line of business industry solutions on AWS (PEX204),mVd4arbJXiE,"In this breakout session, learn how to tap into the demand signals from AWS customers to better understand which industry-leading solutions to build, market, and sell. Also learn how to leverage the Partner Solution framework to address the pain points of line of business buyers and deliver top industry use cases in a scalable and repeatable fashion. With specialized Guidance packages, AWS Partners can harness a set of tailored components to address the entire solution lifecycle, from ideation to customer success, and how to partner with AWS to go to market. This session is intended for AWS Partners."
AWS re:Invent 2024 - Fortifying the news pipeline: AP's resilient media supply chain on AWS (IMP204),OUVoXwlXnP0,"The Associated Press modernized its mission-critical publishing platform using serverless patterns across multiple AWS regions. This cutting-edge platform helps the AP in its mission to produce fast, accurate journalism seen by over half the world’s population every day. Learn how the AP worked with AWS to review and strengthen the fault tolerance of their media supply chain platform. Explore the strategies and architectural patterns implemented to ensure uninterrupted news delivery, even in the face of regional outages. Gain insights into building highly available and resilient workloads on AWS, enabling your organization to maintain operational continuity and meet rigorous uptime requirements."
AWS re:Invent 2024 - Control observability data cost & complexity for Amazon EKS workloads (KUB101),ikvpju9jS8k,"Ready to take back control of your observability data? As organizations adopt Kubernetes, telemetry volumes explode. If you build and run applications on Amazon EKS, you’re likely creating higher cardinality metrics and monitoring requests traversing thousands of services. All of this makes it hard to distill the signal from the noise and keep observability within budget constraints. In this lightning talk, learn best practices for regaining control of your telemetry. Discover how to analyze telemetry usage, reduce noise within your observability platform, and enforce chargeback across your organization. This presentation is brought to you by Chronosphere, an AWS Partner."
AWS re:Invent 2024 - Reduce costs and operational overhead by building enterprise-scale PKI (SEC341),bL8EGTDQBxM,"Enterprises use public key infrastructure (PKI) to issue and manage private certificates that identify corporate resources and secure communications. Explore how StubHub built an enterprise-scale PKI using AWS Private Certificate Authority to support its SPIFFE/SPIRE implementation. Learn how to build a cloud-based PKI that scales automatically to issue and revoke large volumes of certificates, supports automated enrollment with ADCS and SCEP, and is architected for high availability and disaster recovery across multiple Regions. Discover how to issue and manage certificates at massive scale—all while reducing costs."
AWS re:Invent 2024 - AI-driven value: Capital One's path to better customer experience (AIM130),U5XJgBitmz8,"Discover how Capital One is revolutionizing the customer experience with a responsible and unified approach to AI and generative AI. In this session, Capital One shares how they have harnessed the power of NVIDIA AI Enterprise and AWS to drive business results in thoughtful, well-managed ways that put customers first. Gain practical insights into the design of robust guardrails for managing risk while delivering real business value and user benefits. Learn how AI-driven innovations in fraud detection, personalized banking, and customer service are shaping a new era of customer experience at Capital One. This presentation is brought to you by NVIDIA, an AWS Partner."
"AWS re:Invent 2024 - Move your data efficiently & securely between apps, clouds & devices (MAM211)",BFyskvcMang,"Data is abundant and valuable, especially in the context of gen AI. The problem is getting it to the right place at the right time, without increasing risk or cost. Surveys show that 73% of business data remains untapped. It’s scattered across unique and complex environments—legacy on-premises systems, clouds, and your edge. And it remains that way largely because of slow, costly, and insecure transfer methods. In this session, learn how Console Connect helps businesses safely move their data around to wherever it is needed for whatever the use case. This presentation is brought to you by Console Connect, an AWS Partner."
AWS re:Invent 2024 - What’s the ROI with generative AI? Can the numbers tell the story? (SEG208),tBIGpf8OeiI,"Digital businesses began production use of generative AI in 2023 and accelerated in 2024. Advanced adoption can drive an average of 11% in increased earnings. A focus on improving specific business functions shows the most consistent ROI across use cases. What are the numbers when it comes to human resources, supply chain management, IT automation, code development, and beyond? How are companies drilling down to unit economics? What ROI models are most effective for AI efforts? This session explores recent analyst reports, together with actual customer stories, to discover the real numbers and metrics around specific ROI efficiencies."
AWS re:Invent 2024 - Building a gen AI agent (AIM222),p3ihoqkBsXs,"Whether you're a seasoned developer or new to AI, this lightning talk provides the tools and knowledge to enhance your application architecture and to build a gen AI agent. Explore the basics of using AI functions and Retrieval Augmented Generation (RAG) within your existing tech stack, including backend services, serverless architecture, and databases. Learn how to add AI capabilities to make your applications smarter and more efficient. See a live demo on how to build an AI-powered application from scratch with Squid AI. Gain practical insights into best practices for optimizing your projects. See how integrating AI can transform your application development and improve user experience. This presentation is brought to you by Squid AI, an AWS Partner."
AWS re:Invent 2024 - Real time meets real world: How AI is making decisions at scale (DAT202),ff8P0hf2QtY,"Learn how the world’s most sophisticated data engineering teams build and scale their real-time decision-making platforms. Dataminr explains how they ingest vast amounts of real-time, real-world data from a diverse set of publicly available sources, using neural models to enable proactive incident response. AppsFlyer demonstrates how they achieved ultimate scalability, handling over 4 million reads per second, with predictable sub-millisecond latency. This presentation is brought to you by Aerospike, an AWS Partner."
"AWS re:Invent 2024 - Scepter, Inc. uses big data to reduce methane emissions (AES301)",6gHD3kB0780,"Trace gases including methane and carbon dioxide contribute to climate change and impact the health of millions of people across the globe. Discover how Scepter, Inc. aggregates vast datasets, pinpoints emissions, and helps customers like ExxonMobil monitor and mitigate methane releases. Learn how the ScepterAir data fusion platform uses advanced AWS Cloud services to analyze and extract insights from ground-based, airborne, and in-orbit data sources with low latency. These atmospheric monitoring capabilities help governments, energy companies, agriculture, waste management, healthcare, retail, and transportation industries monitor methane, carbon dioxide, and airborne particulates to help them reach their sustainability goals and meet regulatory requirements."
AWS re:Invent 2024 - Well-architected for data residency with hybrid cloud services (HYB309),Lby2YjaUWXQ,"With concerns over data privacy, security, and digital sovereignty, many countries across the world are strengthening data residency laws to keep personal and sensitive data within their borders. For organizations operating across multiple geographies, it can be challenging to meet the evolving data residency laws. In this session, following the AWS Well-Architected Framework, explore the best practices around data residency when using hybrid cloud services, including AWS Local Zones, AWS Dedicated Local Zones, and AWS Outposts."
AWS re:Invent 2024 -Eliminating AI adoption barriers: Moving from hype to empirical success (AIM234),l_-2YZpKDOo,"This session showcases real-world customers following a blueprint for AI success developed by Qlik and Accenture. Learn about building real-time AI data pipelines from structured and unstructured sources and creating a trusted data foundation with continuous verification of AI data readiness and automated remediation. Also explore how to define a data architecture strategy that efficiently processes data at various layers—from object stores to open table formats to specific engines—thereby optimizing compute spend. Finally, explore how to create data products for a centralized, accessible, and standardized way of unlocking the value of enterprise data, and learn how to deliver reliable and explainable results from generative AI. This presentation is brought to you by Qlik, an AWS Partner."
AWS re:Invent 2024 - From Amazon Q to NVIDIA: An AI market overview (AIM382),9YyZ-xOKVOI,"AI is everywhere these days, but it’s also a nuanced and evolving market. As a large technology reseller in North America with relationships across every major vendor, CDW is uniquely positioned to observe the entire AI ecosystem and how it’s growing and changing. In this lightning talk, hear from two vendor-agnostic industry experts on what this market looks like end to end, from Amazon Q to NVIDIA and everything in between. This presentation is brought to you by CDW, an AWS Partner."
AWS re:Invent 2024 - Kellanova and WK Kellogg’s cloud-powered transformation with AWS (RCG201),wkrToNXA6lU,"When the global snacking powerhouse Kellanova, formerly known as Kellogg Company, announced the separation of its North American cereal business, WK Kellogg, both companies relied on cloud technologies to power everything from manufacturing to supply chain to pricing. After the split, their CIOs knew they needed to continue to build a dynamic environment on AWS to optimize their SAP workloads, enhance revenue growth management and trade promotion management, and increase sales. In this session, learn the instrumental role AWS played in their journey and how the companies are using the power of the cloud and AI to unlock new opportunities."
AWS re:Invent 2024 - Building generative AI applications with on-premises and edge data (HYB318),o8ih9ELuS8E,"Customers in regulated industries are looking to leverage generative AI with sensitive data that must remain on premises due to data residency requirements. Additionally, some customers with data generated at the edge need to run small language models (SLMs) locally for real-time processing. This session explores how to select, fine-tune, and deploy SLMs for on-premises and edge use cases using AWS hybrid and edge services. Learn how to run Retrieval Augmented Generation (RAG) with on-premises data to improve prompt outcomes. Understand model trade-offs across accuracy, performance, and cost efficiency, and discover architectural best practices for security, scalability, and high availability."
AWS re:Invent 2024 - Building production-grade resilient architectures with Amazon EKS (KUB404),g9USwIPr7Xs,"Platform teams need to effectively manage thousands of clusters to meet the demands of growing organizations. In this session, learn how to manage and upgrade clusters at scale without compromising security, resiliency, performance, and cost. See how you can use open source tools like ACK, Argo CD, and Backstage to build and maintain Amazon EKS clusters at scale, as well as provide a single pane of glass as an inventory of Amazon EKS clusters across your entire AWS organization. Explore architecture techniques to ensure workload resiliency with enhanced observability, enabling rapid issue identification across Amazon EKS clusters."
AWS re:Invent 2024 - AWS IoT for edge LLM deployment and execution (IOT202),uGYQpgx8bjY,"With the advent of generative AI and large language models (LLMs), you must be wondering, how can these technologies be applied at the IoT edge? After all, there are many benefits of running LLMs at the edge—from network bandwidth efficiencies, offline processing, lower latency, and data sovereignty to cost savings, security, and differentiation. In this session, learn how using AWS IoT services and LLMs at the edge can uplift your solutions with actionable outcomes and innovative capabilities, such as gesture recognition, natural language processing for voice control, real-time predictive maintenance, energy optimization, anomaly detection, and more."
AWS re:Invent 2024 - AWS and NVIDIA: Connecting workforce identity for gen AI and analytics (SEC315),LuZKiKwKmP0,"In this demo-intensive session, explore how AWS and NVIDIA collaborated to revolutionize workforce access to cutting-edge generative AI applications and analytics tools. Learn how IAM Identity Center seamlessly integrates with various identity providers, including NVIDIA’s custom solution; how NVIDIA uses IAM Identity Center for granular, user-centric access to sensitive data; and how the collaboration helped workforce users access analytics tools such as Amazon Redshift. Watch a demonstration about identity-aware AWS experiences, highlighting best practices for implementing fine-grained data access permissions."
"AWS re:Invent 2024 - Supercharge your SQL Server workloads, featuring Thomson Reuters (XNT203)",GW10jFHavG8,"Are you facing operational and scaling challenges after migrating SQL Server from on premises to the cloud? How about increasing costs? Thomson Reuters needed a better way to manage its SQL Server deployment for its mission-critical global trade management platform. It wanted the best of both worlds: a managed platform for developers and access to the underlying operating system for database administrators. In this session, learn how Thomson Reuters transformed its SQL Server backend to run its trade management platform at scale on AWS, resulting in a 40% reduction in operating costs and 5 times more operational efficiency."
AWS re:Invent 2024 - Ferrari and Bloomberg transform end-user computing with AWS (EUC203),PM8F3IQCdVU,"Interested in building an end-user computing solution that maximizes security of company and customer data, optimizes IT agility, and helps control cost? In this session, Ferrari and Bloomberg discuss how they leveraged AWS End User Computing services to address their digital workplace challenges and deliver an exceptional end-user experience. This session also explores advancements to the AWS portfolio of virtual desktop and application streaming services that give IT organizations more flexibility to choose the optimal service for their unique use cases and workloads."
AWS re:Invent 2024 - Customize FMs with advanced techniques using Amazon SageMaker (AIM303),4TDlO5yePi0,"Amazon SageMaker allows data scientists and ML engineers to accelerate their generative AI journeys by deeply customizing publicly available foundation models (FMs) and deploying them into production applications. The journey begins with Amazon SageMaker JumpStart, an ML hub that provides access to hundreds of publicly available FMs, such as Llama 3, Falcon, and Mistral. Join this session to learn how you can evaluate FMs, select an FM, customize it with advanced techniques, and deploy it—all while implementing AI responsibility, simplifying access control, and enhancing transparency."
AWS re:Invent 2024 - How Rocket Mortgage elevates client experiences with secure AI (SEC214),KVHp2VhhCfw,"Generative AI promises industry revolutions, but secure adoption is crucial. Discover how Rocket Mortgage leveraged AWS’s generative AI services while navigating security requirements. Learn how they elevated client service, personalized client experiences, and boosted productivity, all while implementing stringent data protection and trust-building measures. Gain insights into Rocket Mortgage’s strategies and best practices for unlocking generative AI’s potential and how generative AI helps them achieve their mission to “Help Everyone Home,” while prioritizing robust security. Accelerate your own AI initiatives, securely, by learning from this trailblazer’s approach."
AWS re:Invent 2024 - Unlocking Japan’s cloud potential: Strategic insights for success (CEN101),FGGMOonk-aI,"Japan’s market offers unique opportunities for businesses that understand its distinct demands. In this session, explore how tailored strategies can accelerate success in Japan’s cloud landscape, from navigating cultural and regulatory frameworks to capitalizing on a single-market focus. Learn how SaaS solutions are addressing Japan’s critical engineer shortage, and discover how Classmethod has leveraged AWS to support businesses in their digital transformations, delivering growth and innovation in this dynamic market. This presentation is brought to you by Classmethod, an AWS Partner."
AWS re:Invent 2024 - Transform healthcare outcomes with AWS Marketplace (MKT104),2hDDTQUrNLo,"AWS Marketplace is revolutionizing healthcare procurement, enabling health systems to streamline processes, accelerate cloud adoption, and drive digital transformation. This session explores how AWS Marketplace empowers healthcare customers to reinvent their software supply chain, transform patient experiences, and reduce provider burnout. Discover how the comprehensive offerings in AWS Marketplace, along with streamlined procurement and cost optimization capabilities, empower healthcare organizations to leave behind outdated processes, lower total cost of ownership, and accelerate time-to-value to deliver better patient outcomes and provider satisfaction."
AWS re:Invent 2024 - NVIDIA AI startups: Innovations in action (AIM121),-qToZK8W5Zs,"Join the NVIDIA Inception Global Head of Cloud Partnerships for an exclusive panel with the leaders of trailblazing startups from the NVIDIA Inception program. Discover how over 20,000 startups are using advanced technology to transform industries and solve real-world challenges. This session is perfect for tech enthusiasts, investors, startups, and industry leaders eager to explore cutting-edge AI advancements. Learn from the pioneers shaping the future of technology. This presentation is brought to you by NVIDIA, an AWS Partner."
AWS re:Invent 2024 - Measure and improve cloud ROI with generative AI  (NTA203),WUaSZscetX0,"The cloud promises lower costs, greater innovation, higher resiliency, and other benefits for customers who make the investment to adopt cloud. But how can a customer measure the ROI of their cloud investment? This session will guide customers on how to use the Cloud Value Framework (CVF) to measure the ROI of their cloud investment. It will start with an overview of the CVF, lead into an example Balanced Scorecard with CVF-aligned KPIs, and then end with a whiteboard session on using generative AI and relevant services to improves costs, agility, productivity, resilience, and sustainability."
AWS re:Invent 2024 - Improving patient care with large-scale data engineering and ML (PRO207),FqtCk_WZkH8,"Since over 80% of healthcare data is unstructured, applying traditional machine learning (ML) approaches to healthcare data poses a significant challenge. In this lightning talk, learn how to implement Amazon Bedrock, Amazon Textract, and other AWS native services to efficiently process unstructured medical document data and train ML models to inform clinical decision-making. Discover how to build a solution that combines large-scale data engineering, large language model–driven document extraction and understanding, and ML training to process documents, generate structured data models informed by clinical subject matter experts, and evaluate ML model performance."
AWS re:Invent 2024 - Klarna: Accelerating credit decisioning with real-time data processing (FSI319),DLYuoyL9bwE,"Klarna, a leader in instant credit and buy now, pay later services, must make fast and accurate decisions to provide a frictionless customer experience. This session shares how Klarna scales credit decisioning in real time using Amazon DynamoDB and AWS Glue. Learn how Klarna aggregates customer data points and condenses them into features such as past orders and outstanding debt to feed machine learning models that inform purchase approvals. See how Klarna’s data pipelines enable the company to rapidly ingest, process, and analyze vast amounts of customer data to securely power instant yet intelligent credit decisions."
AWS re:Invent 2024 - How Moderna Is building a healthier supply chain (BIZ220),9VYxv4li6FY,"Moderna, a pioneering biotechnology company and leader in mRNA medicine, has undergone a significant supply chain transformation over the past year. Through strong technology partnerships, Moderna’s supply chain and digital teams have worked cross-functionally to enhance vaccine replenishment strategies and optimize distribution processes. These advancements have also improved in-stock rates and minimized waste from expired products. This session looks into how AWS collaborated with Moderna to drive this critical transformation."
AWS re:Invent 2024 - Deployment best practices for reliable rollouts using Amazon ECS (SVS340),hzQhxECIZJQ,"In today’s fast-paced software development landscape, development teams need to release updates faster, reduce time to market, and respond more quickly to changes in business requirements and technical dependencies. In this session, learn best practices for how you can ship software faster and with high confidence using Amazon ECS. Explore different approaches for different application types, and learn how they can be automated as part of a CI/CD pipeline."
AWS re:Invent 2024 - Best practices for generative AI observability (COP404),sRjm6HS6yYU,"As generative AI adoption grows, comprehensive observability is crucial for ensuring reliability, transparency, and optimization. In this session, learn about the observability challenges of different generative AI patterns, including large language models, Retrieval Augmented Generation (RAG) architectures, and other emerging approaches. Discover how to use Amazon CloudWatch with a wide range of metrics, logs, and distributed tracing to gain visibility into the lifecycle of generative AI workloads. Additionally, explore the role of LangChain, a powerful framework for building generative AI applications, and how it can be leveraged in conjunction with Amazon Bedrock and Amazon SageMaker to enhance observability across the development and deployment pipeline."
AWS re:Invent 2024 - What’s new with AWS Backup (STG203),YFcoAZQvcHM,"In the past year, AWS Backup has delivered new innovations to help you safeguard your data and audit your data protection posture. With new protection and recovery capabilities, AWS Backup continues to innovate for and delight over 130,000 customers protecting over 1.8 exabytes of application data. Join this session to explore the new features of AWS Backup; learn practical tips intended to help you secure, manage, test, and audit your data protection policies; and hear from your peers about how AWS managed data protection services offer defense in depth for data at rest and in transit."
AWS re:Invent 2024 - Saving lives with serverless: Modernizing transplant matching on AWS (IMP206),L-0s3PEOhHs,"In this session, learn how the NMDP transformed a crucial but mature application into a serverless, cloud-native architecture using AWS Lambda and Amazon Aurora. Discover how they overcame technical hurdles and adopted a more agile culture to modernize a life-saving bone marrow donor matching system, increasing efficiency and reducing costs—without compromising accuracy. Gain insights into their journey from new to power users of AWS Lambda, leveraging advanced capabilities to optimize performance and outcomes. Explore how this modernization enables rapid innovation as NMDP continues its mission of saving lives through marrow transplants."
